Store_ID,Region,Product_ID,Category,Seasonality,Avg_Units_Sold,Season_Intensity
S002,East,P0070,Electronics,Spring,86.22,Moderate
S002,East,P0070,Electronics,Summer,91.1,Moderate
S002,East,P0070,Electronics,Winter,89.82,Moderate
S002,East,P0079,Furniture,Autumn,88.54,Moderate
S002,East,P0079,Furniture,Spring,96.77,Moderate
S002,East,P0079,Furniture,Summer,91.74,Moderate
S002,East,P0079,Furniture,Winter,89.65,Moderate
S002,East,P0083,Toys,Autumn,89.58,Moderate
S002,East,P0083,Toys,Spring,89.18,Moderate
S002,East,P0083,Toys,Summer,102.82,High
S002,East,P0083,Toys,Winter,94.94,Moderate
S002,East,P0085,Electronics,Autumn,85.14,Moderate
S002,East,P0085,Electronics,Spring,80.07,Moderate
S002,East,P0085,Electronics,Summer,91.19,Moderate
S002,East,P0085,Electronics,Winter,83.46,Moderate
S002,East,P0094,Groceries,Autumn,87.59,Moderate
S002,East,P0094,Groceries,Spring,106.15,High
S002,East,P0094,Groceries,Summer,123.96,High
S002,East,P0094,Groceries,Winter,88.02,Moderate
S002,East,P0096,Toys,Autumn,99.71,Moderate
S002,East,P0096,Toys,Spring,92.48,Moderate
S002,East,P0096,Toys,Summer,102.06,High
S002,East,P0096,Toys,Winter,90.2,Moderate
S002,East,P0116,Furniture,Autumn,90.59,Moderate
S002,East,P0116,Furniture,Spring,88.34,Moderate
S002,East,P0116,Furniture,Summer,91.9,Moderate
S002,East,P0116,Furniture,Winter,93.42,Moderate
S002,East,P0125,Clothing,Autumn,92.48,Moderate
S002,East,P0125,Clothing,Spring,93.28,Moderate
S002,East,P0125,Clothing,Summer,99.5,Moderate
S002,East,P0125,Clothing,Winter,130.44,High
S002,East,P0126,Clothing,Autumn,84.09,Moderate
S002,East,P0126,Clothing,Spring,94.1,Moderate
S002,East,P0126,Clothing,Summer,96.16,Moderate
S002,East,P0126,Clothing,Winter,118.2,High
S002,East,P0129,Furniture,Autumn,87.6,Moderate
S002,East,P0129,Furniture,Spring,90.31,Moderate
S002,East,P0129,Furniture,Summer,90.98,Moderate
S002,East,P0129,Furniture,Winter,84.41,Moderate
S002,East,P0133,Clothing,Autumn,93.23,Moderate
S002,East,P0133,Clothing,Spring,103.89,High
S002,East,P0133,Clothing,Summer,81.57,Moderate
S002,East,P0133,Clothing,Winter,137.05,High
S002,East,P0149,Furniture,Autumn,88.62,Moderate
S002,East,P0149,Furniture,Spring,91.15,Moderate
S002,East,P0149,Furniture,Summer,95.0,Moderate
S002,East,P0149,Furniture,Winter,97.89,Moderate
S002,East,P0153,Furniture,Autumn,84.27,Moderate
S002,East,P0153,Furniture,Spring,104.21,High
S002,East,P0153,Furniture,Summer,97.75,Moderate
S002,East,P0153,Furniture,Winter,92.21,Moderate
S002,East,P0159,Electronics,Autumn,80.8,Moderate
S002,East,P0159,Electronics,Spring,100.79,High
S002,East,P0159,Electronics,Summer,95.24,Moderate
S002,East,P0159,Electronics,Winter,94.61,Moderate
S002,East,P0166,Groceries,Autumn,94.54,Moderate
S002,East,P0166,Groceries,Spring,95.21,Moderate
S002,East,P0166,Groceries,Summer,110.29,High
S002,East,P0166,Groceries,Winter,95.07,Moderate
S002,East,P0171,Electronics,Autumn,84.76,Moderate
S002,East,P0171,Electronics,Spring,83.48,Moderate
S002,East,P0171,Electronics,Summer,91.35,Moderate
S002,East,P0171,Electronics,Winter,86.18,Moderate
S002,East,P0175,Electronics,Autumn,92.68,Moderate
S002,East,P0175,Electronics,Spring,90.45,Moderate
S002,East,P0175,Electronics,Summer,95.86,Moderate
S002,East,P0175,Electronics,Winter,87.76,Moderate
S002,East,P0178,Clothing,Autumn,81.83,Moderate
S002,East,P0178,Clothing,Spring,90.44,Moderate
S002,East,P0178,Clothing,Summer,102.08,High
S002,East,P0178,Clothing,Winter,128.54,High
S002,East,P0183,Electronics,Autumn,83.36,Moderate
S002,East,P0183,Electronics,Spring,94.58,Moderate
S002,East,P0183,Electronics,Summer,88.46,Moderate
S002,East,P0183,Electronics,Winter,91.98,Moderate
S002,East,P0187,Clothing,Autumn,97.6,Moderate
S002,East,P0187,Clothing,Spring,90.34,Moderate
S002,East,P0187,Clothing,Summer,94.29,Moderate
S002,East,P0187,Clothing,Winter,135.56,High
S002,North,P0016,Clothing,Autumn,85.77,Moderate
S002,North,P0016,Clothing,Spring,93.24,Moderate
S002,North,P0016,Clothing,Summer,97.3,Moderate
S002,North,P0016,Clothing,Winter,134.79,High
S002,North,P0017,Toys,Autumn,99.31,Moderate
S002,North,P0017,Toys,Spring,93.29,Moderate
S002,North,P0017,Toys,Summer,91.88,Moderate
S002,North,P0017,Toys,Winter,90.82,Moderate
S002,North,P0031,Electronics,Autumn,86.29,Moderate
S002,North,P0031,Electronics,Spring,88.29,Moderate
S002,North,P0031,Electronics,Summer,83.56,Moderate
S002,North,P0031,Electronics,Winter,83.94,Moderate
S002,North,P0046,Clothing,Autumn,96.35,Moderate
S002,North,P0046,Clothing,Spring,90.0,Moderate
S002,North,P0046,Clothing,Summer,91.05,Moderate
S002,North,P0046,Clothing,Winter,127.64,High
S002,North,P0057,Clothing,Autumn,89.21,Moderate
S002,North,P0057,Clothing,Spring,93.22,Moderate
S002,North,P0057,Clothing,Summer,86.14,Moderate
S002,North,P0057,Clothing,Winter,137.65,High
S002,North,P0061,Clothing,Autumn,91.98,Moderate
S002,North,P0061,Clothing,Spring,93.55,Moderate
S002,North,P0061,Clothing,Summer,92.07,Moderate
S002,North,P0061,Clothing,Winter,139.29,High
S002,North,P0066,Clothing,Autumn,87.76,Moderate
S002,North,P0066,Clothing,Spring,91.88,Moderate
S002,North,P0066,Clothing,Summer,90.68,Moderate
S002,North,P0066,Clothing,Winter,124.92,High
S002,North,P0067,Furniture,Autumn,92.0,Moderate
S002,North,P0067,Furniture,Spring,91.4,Moderate
S002,North,P0067,Furniture,Summer,95.19,Moderate
S002,North,P0067,Furniture,Winter,91.08,Moderate
S002,North,P0068,Electronics,Autumn,93.13,Moderate
S002,North,P0068,Electronics,Spring,86.61,Moderate
S002,North,P0068,Electronics,Summer,77.87,Moderate
S002,North,P0068,Electronics,Winter,89.47,Moderate
S002,North,P0069,Clothing,Autumn,88.13,Moderate
S002,North,P0069,Clothing,Spring,91.0,Moderate
S002,North,P0069,Clothing,Summer,90.15,Moderate
S002,North,P0069,Clothing,Winter,130.47,High
S002,North,P0070,Electronics,Autumn,91.13,Moderate
S002,North,P0070,Electronics,Spring,78.44,Moderate
S002,North,P0070,Electronics,Summer,83.55,Moderate
S002,North,P0070,Electronics,Winter,92.25,Moderate
S002,North,P0079,Furniture,Autumn,98.84,Moderate
S002,North,P0079,Furniture,Spring,89.0,Moderate
S002,North,P0079,Furniture,Summer,80.63,Moderate
S002,North,P0079,Furniture,Winter,81.62,Moderate
S002,North,P0083,Toys,Autumn,94.44,Moderate
S002,North,P0083,Toys,Spring,90.5,Moderate
S002,North,P0083,Toys,Summer,102.36,High
S002,North,P0083,Toys,Winter,95.84,Moderate
S002,North,P0085,Electronics,Autumn,91.5,Moderate
S002,North,P0085,Electronics,Spring,82.64,Moderate
S002,North,P0085,Electronics,Summer,89.16,Moderate
S002,North,P0085,Electronics,Winter,87.04,Moderate
S002,North,P0094,Groceries,Autumn,108.15,High
S002,North,P0094,Groceries,Spring,91.21,Moderate
S002,North,P0094,Groceries,Summer,120.94,High
S002,North,P0094,Groceries,Winter,90.4,Moderate
S002,North,P0096,Toys,Autumn,98.79,Moderate
S002,North,P0096,Toys,Spring,91.23,Moderate
S002,North,P0096,Toys,Summer,87.2,Moderate
S002,North,P0096,Toys,Winter,94.86,Moderate
S002,North,P0116,Furniture,Autumn,81.12,Moderate
S002,North,P0116,Furniture,Spring,87.93,Moderate
S002,North,P0116,Furniture,Summer,85.44,Moderate
S002,North,P0116,Furniture,Winter,94.84,Moderate
S002,North,P0125,Clothing,Autumn,93.8,Moderate
S002,North,P0125,Clothing,Spring,80.0,Moderate
S002,North,P0125,Clothing,Summer,97.74,Moderate
S002,North,P0125,Clothing,Winter,129.54,High
S002,North,P0126,Clothing,Autumn,90.95,Moderate
S002,North,P0126,Clothing,Spring,97.18,Moderate
S002,North,P0126,Clothing,Summer,96.84,Moderate
S002,North,P0126,Clothing,Winter,133.46,High
S002,North,P0129,Furniture,Autumn,89.53,Moderate
S002,North,P0129,Furniture,Spring,87.06,Moderate
S002,North,P0129,Furniture,Summer,104.22,High
S002,North,P0129,Furniture,Winter,88.16,Moderate
S002,North,P0133,Clothing,Autumn,87.52,Moderate
S002,North,P0133,Clothing,Spring,99.94,Moderate
S002,North,P0133,Clothing,Summer,89.09,Moderate
S002,North,P0133,Clothing,Winter,132.95,High
S002,North,P0149,Furniture,Autumn,90.96,Moderate
S002,North,P0149,Furniture,Spring,92.29,Moderate
S002,North,P0149,Furniture,Summer,93.73,Moderate
S002,North,P0149,Furniture,Winter,94.14,Moderate
S002,North,P0153,Furniture,Autumn,92.16,Moderate
S002,North,P0153,Furniture,Spring,84.4,Moderate
S002,North,P0153,Furniture,Summer,90.48,Moderate
S002,North,P0153,Furniture,Winter,82.73,Moderate
S002,North,P0159,Electronics,Autumn,91.87,Moderate
S002,North,P0159,Electronics,Spring,92.69,Moderate
S002,North,P0159,Electronics,Summer,92.42,Moderate
S002,North,P0159,Electronics,Winter,92.19,Moderate
S002,North,P0166,Groceries,Autumn,93.7,Moderate
S002,North,P0166,Groceries,Spring,89.28,Moderate
S002,North,P0166,Groceries,Summer,113.97,High
S002,North,P0166,Groceries,Winter,89.17,Moderate
S002,North,P0171,Electronics,Autumn,84.44,Moderate
S002,North,P0171,Electronics,Spring,89.67,Moderate
S002,North,P0171,Electronics,Summer,89.33,Moderate
S002,North,P0171,Electronics,Winter,97.67,Moderate
S002,North,P0175,Electronics,Autumn,87.04,Moderate
S002,North,P0175,Electronics,Spring,86.86,Moderate
S002,North,P0175,Electronics,Summer,85.51,Moderate
S002,North,P0175,Electronics,Winter,86.44,Moderate
S002,North,P0178,Clothing,Autumn,83.44,Moderate
S002,North,P0178,Clothing,Spring,96.34,Moderate
S002,North,P0178,Clothing,Summer,100.51,High
S002,North,P0178,Clothing,Winter,134.39,High
S002,North,P0183,Electronics,Autumn,90.02,Moderate
S002,North,P0183,Electronics,Spring,87.72,Moderate
S002,North,P0183,Electronics,Summer,86.56,Moderate
S002,North,P0183,Electronics,Winter,88.93,Moderate
S002,North,P0187,Clothing,Autumn,93.64,Moderate
S002,North,P0187,Clothing,Spring,92.0,Moderate
S002,North,P0187,Clothing,Summer,102.6,High
S002,North,P0187,Clothing,Winter,127.39,High
S002,South,P0016,Clothing,Autumn,94.4,Moderate
S002,South,P0016,Clothing,Spring,95.13,Moderate
S002,South,P0016,Clothing,Summer,104.4,High
S002,South,P0016,Clothing,Winter,133.08,High
S002,South,P0017,Toys,Autumn,89.93,Moderate
S002,South,P0017,Toys,Spring,96.39,Moderate
S002,South,P0017,Toys,Summer,90.58,Moderate
S002,South,P0017,Toys,Winter,98.87,Moderate
S002,South,P0031,Electronics,Autumn,97.16,Moderate
S002,South,P0031,Electronics,Spring,85.3,Moderate
S002,South,P0031,Electronics,Summer,86.84,Moderate
S002,South,P0031,Electronics,Winter,84.79,Moderate
S002,South,P0046,Clothing,Autumn,88.66,Moderate
S002,South,P0046,Clothing,Spring,110.7,High
S002,South,P0046,Clothing,Summer,96.75,Moderate
S002,South,P0046,Clothing,Winter,133.7,High
S002,South,P0057,Clothing,Autumn,90.5,Moderate
S002,South,P0057,Clothing,Spring,88.85,Moderate
S002,South,P0057,Clothing,Summer,90.58,Moderate
S002,South,P0057,Clothing,Winter,136.13,High
S002,South,P0061,Clothing,Autumn,87.0,Moderate
S002,South,P0061,Clothing,Spring,92.88,Moderate
S002,South,P0061,Clothing,Summer,85.77,Moderate
S002,South,P0061,Clothing,Winter,131.33,High
S002,South,P0066,Clothing,Autumn,91.27,Moderate
S002,South,P0066,Clothing,Spring,95.47,Moderate
S002,South,P0066,Clothing,Summer,89.64,Moderate
S002,South,P0066,Clothing,Winter,137.76,High
S002,South,P0067,Furniture,Autumn,98.23,Moderate
S002,South,P0067,Furniture,Spring,94.45,Moderate
S002,South,P0067,Furniture,Summer,103.17,High
S002,South,P0067,Furniture,Winter,97.49,Moderate
S002,South,P0068,Electronics,Autumn,89.31,Moderate
S002,South,P0068,Electronics,Spring,92.88,Moderate
S002,South,P0068,Electronics,Summer,81.61,Moderate
S002,South,P0068,Electronics,Winter,81.45,Moderate
S002,South,P0069,Clothing,Autumn,95.34,Moderate
S002,South,P0069,Clothing,Spring,96.33,Moderate
S002,South,P0069,Clothing,Summer,87.22,Moderate
S002,South,P0069,Clothing,Winter,133.2,High
S002,South,P0070,Electronics,Autumn,89.67,Moderate
S002,South,P0070,Electronics,Spring,87.0,Moderate
S002,South,P0070,Electronics,Summer,91.98,Moderate
S002,South,P0070,Electronics,Winter,84.39,Moderate
S002,South,P0079,Furniture,Autumn,83.02,Moderate
S002,South,P0079,Furniture,Spring,103.49,High
S002,South,P0079,Furniture,Summer,102.37,High
S002,South,P0079,Furniture,Winter,96.16,Moderate
S002,South,P0083,Toys,Autumn,96.31,Moderate
S002,South,P0083,Toys,Spring,89.89,Moderate
S002,South,P0083,Toys,Summer,91.1,Moderate
S002,South,P0083,Toys,Winter,93.38,Moderate
S002,South,P0085,Electronics,Autumn,83.95,Moderate
S002,South,P0085,Electronics,Spring,88.11,Moderate
S002,South,P0085,Electronics,Summer,92.23,Moderate
S002,South,P0085,Electronics,Winter,94.04,Moderate
S002,South,P0094,Groceries,Autumn,92.42,Moderate
S002,South,P0094,Groceries,Spring,94.55,Moderate
S002,South,P0094,Groceries,Summer,123.91,High
S002,South,P0094,Groceries,Winter,91.52,Moderate
S002,South,P0096,Toys,Autumn,91.35,Moderate
S002,South,P0096,Toys,Spring,89.73,Moderate
S002,South,P0096,Toys,Summer,87.56,Moderate
S002,South,P0096,Toys,Winter,93.44,Moderate
S002,South,P0116,Furniture,Autumn,91.13,Moderate
S002,South,P0116,Furniture,Spring,91.88,Moderate
S002,South,P0116,Furniture,Summer,89.4,Moderate
S002,South,P0116,Furniture,Winter,91.92,Moderate
S002,South,P0125,Clothing,Autumn,88.33,Moderate
S002,South,P0125,Clothing,Spring,91.36,Moderate
S002,South,P0125,Clothing,Summer,100.2,High
S002,South,P0125,Clothing,Winter,132.88,High
S002,South,P0126,Clothing,Autumn,91.11,Moderate
S002,South,P0126,Clothing,Spring,97.08,Moderate
S002,South,P0126,Clothing,Summer,91.51,Moderate
S002,South,P0126,Clothing,Winter,123.87,High
S002,South,P0129,Furniture,Autumn,91.44,Moderate
S002,South,P0129,Furniture,Spring,94.76,Moderate
S002,South,P0129,Furniture,Summer,83.92,Moderate
S002,South,P0129,Furniture,Winter,96.32,Moderate
S002,South,P0133,Clothing,Autumn,95.33,Moderate
S002,South,P0133,Clothing,Spring,92.73,Moderate
S002,South,P0133,Clothing,Summer,84.91,Moderate
S002,South,P0133,Clothing,Winter,127.82,High
S002,South,P0149,Furniture,Autumn,99.58,Moderate
S002,South,P0149,Furniture,Spring,100.79,High
S002,South,P0149,Furniture,Summer,93.98,Moderate
S002,South,P0149,Furniture,Winter,94.04,Moderate
S002,South,P0153,Furniture,Autumn,101.12,High
S002,South,P0153,Furniture,Spring,90.26,Moderate
S002,South,P0153,Furniture,Summer,94.98,Moderate
S002,South,P0153,Furniture,Winter,101.75,High
S002,South,P0159,Electronics,Autumn,87.5,Moderate
S002,South,P0159,Electronics,Spring,94.83,Moderate
S002,South,P0159,Electronics,Summer,89.15,Moderate
S002,South,P0159,Electronics,Winter,87.08,Moderate
S002,South,P0166,Groceries,Autumn,92.82,Moderate
S002,South,P0166,Groceries,Spring,88.58,Moderate
S002,South,P0166,Groceries,Summer,113.06,High
S002,South,P0166,Groceries,Winter,93.43,Moderate
S002,South,P0171,Electronics,Autumn,87.96,Moderate
S002,South,P0171,Electronics,Spring,97.96,Moderate
S002,South,P0171,Electronics,Summer,85.71,Moderate
S002,South,P0171,Electronics,Winter,93.1,Moderate
S002,South,P0175,Electronics,Autumn,92.09,Moderate
S002,South,P0175,Electronics,Spring,75.64,Moderate
S002,South,P0175,Electronics,Summer,85.31,Moderate
S002,South,P0175,Electronics,Winter,85.09,Moderate
S002,South,P0178,Clothing,Autumn,98.04,Moderate
S002,South,P0178,Clothing,Spring,101.92,High
S002,South,P0178,Clothing,Summer,96.0,Moderate
S002,South,P0178,Clothing,Winter,132.24,High
S002,South,P0183,Electronics,Autumn,97.66,Moderate
S002,South,P0183,Electronics,Spring,93.0,Moderate
S002,South,P0183,Electronics,Summer,89.59,Moderate
S002,South,P0183,Electronics,Winter,84.32,Moderate
S002,South,P0187,Clothing,Autumn,93.73,Moderate
S002,South,P0187,Clothing,Spring,91.06,Moderate
S002,South,P0187,Clothing,Summer,88.78,Moderate
S002,South,P0187,Clothing,Winter,127.2,High
S002,West,P0016,Clothing,Autumn,91.73,Moderate
S002,West,P0016,Clothing,Spring,93.58,Moderate
S002,West,P0016,Clothing,Summer,90.45,Moderate
S002,West,P0016,Clothing,Winter,139.79,High
S002,West,P0017,Toys,Autumn,97.84,Moderate
S002,West,P0017,Toys,Spring,95.76,Moderate
S002,West,P0017,Toys,Summer,99.83,Moderate
S002,West,P0017,Toys,Winter,91.04,Moderate
S002,West,P0031,Electronics,Autumn,96.79,Moderate
S002,West,P0031,Electronics,Spring,84.05,Moderate
S002,West,P0031,Electronics,Summer,83.32,Moderate
S002,West,P0031,Electronics,Winter,89.12,Moderate
S002,West,P0046,Clothing,Autumn,95.33,Moderate
S002,West,P0046,Clothing,Spring,105.83,High
S002,West,P0046,Clothing,Summer,88.57,Moderate
S002,West,P0046,Clothing,Winter,120.78,High
S002,West,P0057,Clothing,Autumn,87.58,Moderate
S002,West,P0057,Clothing,Spring,95.07,Moderate
S002,West,P0057,Clothing,Summer,85.36,Moderate
S002,West,P0057,Clothing,Winter,128.7,High
S002,West,P0061,Clothing,Autumn,90.38,Moderate
S002,West,P0061,Clothing,Spring,93.93,Moderate
S002,West,P0061,Clothing,Summer,90.55,Moderate
S002,West,P0061,Clothing,Winter,129.11,High
S002,West,P0066,Clothing,Autumn,96.2,Moderate
S002,West,P0066,Clothing,Spring,82.18,Moderate
S002,West,P0066,Clothing,Summer,94.0,Moderate
S002,West,P0066,Clothing,Winter,121.0,High
S002,West,P0067,Furniture,Autumn,93.72,Moderate
S002,West,P0067,Furniture,Spring,86.08,Moderate
S002,West,P0067,Furniture,Summer,90.23,Moderate
S002,West,P0067,Furniture,Winter,95.25,Moderate
S002,West,P0068,Electronics,Autumn,84.39,Moderate
S002,West,P0068,Electronics,Spring,81.03,Moderate
S002,West,P0068,Electronics,Summer,94.47,Moderate
S002,West,P0068,Electronics,Winter,81.57,Moderate
S002,West,P0069,Clothing,Autumn,93.65,Moderate
S002,West,P0069,Clothing,Spring,95.11,Moderate
S002,West,P0069,Clothing,Summer,102.73,High
S002,West,P0069,Clothing,Winter,122.4,High
S002,West,P0070,Electronics,Autumn,86.98,Moderate
S002,West,P0070,Electronics,Spring,80.38,Moderate
S002,West,P0070,Electronics,Summer,98.71,Moderate
S002,West,P0070,Electronics,Winter,86.9,Moderate
S002,West,P0079,Furniture,Autumn,98.05,Moderate
S002,West,P0079,Furniture,Spring,87.55,Moderate
S002,West,P0079,Furniture,Summer,89.38,Moderate
S002,West,P0079,Furniture,Winter,94.08,Moderate
S002,West,P0083,Toys,Autumn,94.24,Moderate
S002,West,P0083,Toys,Spring,77.52,Moderate
S002,West,P0083,Toys,Summer,96.11,Moderate
S002,West,P0083,Toys,Winter,86.71,Moderate
S002,West,P0085,Electronics,Autumn,96.58,Moderate
S002,West,P0085,Electronics,Spring,79.38,Moderate
S002,West,P0085,Electronics,Summer,87.23,Moderate
S002,West,P0085,Electronics,Winter,85.25,Moderate
S002,West,P0094,Groceries,Autumn,96.02,Moderate
S002,West,P0094,Groceries,Spring,92.5,Moderate
S002,West,P0094,Groceries,Summer,111.59,High
S002,West,P0094,Groceries,Winter,92.02,Moderate
S002,West,P0096,Toys,Autumn,97.0,Moderate
S002,West,P0096,Toys,Spring,92.67,Moderate
S002,West,P0096,Toys,Summer,93.36,Moderate
S002,West,P0096,Toys,Winter,89.0,Moderate
S002,West,P0116,Furniture,Autumn,97.12,Moderate
S002,West,P0116,Furniture,Spring,88.27,Moderate
S002,West,P0116,Furniture,Summer,90.98,Moderate
S002,West,P0116,Furniture,Winter,89.07,Moderate
S002,West,P0125,Clothing,Autumn,96.98,Moderate
S002,West,P0125,Clothing,Spring,83.11,Moderate
S002,West,P0125,Clothing,Summer,84.72,Moderate
S002,West,P0125,Clothing,Winter,135.45,High
S002,West,P0126,Clothing,Autumn,92.92,Moderate
S002,West,P0126,Clothing,Spring,100.7,High
S002,West,P0126,Clothing,Summer,81.87,Moderate
S002,West,P0126,Clothing,Winter,120.58,High
S002,West,P0129,Furniture,Autumn,102.0,High
S002,West,P0129,Furniture,Spring,95.52,Moderate
S002,West,P0129,Furniture,Summer,97.23,Moderate
S002,West,P0129,Furniture,Winter,95.94,Moderate
S002,West,P0133,Clothing,Autumn,90.5,Moderate
S002,West,P0133,Clothing,Spring,89.5,Moderate
S002,West,P0133,Clothing,Summer,100.27,High
S002,West,P0133,Clothing,Winter,135.53,High
S002,West,P0149,Furniture,Autumn,97.59,Moderate
S002,West,P0149,Furniture,Spring,94.59,Moderate
S002,West,P0149,Furniture,Summer,87.9,Moderate
S002,West,P0149,Furniture,Winter,94.49,Moderate
S002,West,P0153,Furniture,Autumn,86.11,Moderate
S002,West,P0153,Furniture,Spring,89.19,Moderate
S002,West,P0153,Furniture,Summer,91.5,Moderate
S002,West,P0153,Furniture,Winter,88.88,Moderate
S002,West,P0159,Electronics,Autumn,89.18,Moderate
S002,West,P0159,Electronics,Spring,101.06,High
S002,West,P0159,Electronics,Summer,91.4,Moderate
S002,West,P0159,Electronics,Winter,95.62,Moderate
S002,West,P0166,Groceries,Autumn,91.14,Moderate
S002,West,P0166,Groceries,Spring,84.71,Moderate
S002,West,P0166,Groceries,Summer,127.47,High
S002,West,P0166,Groceries,Winter,98.73,Moderate
S002,West,P0171,Electronics,Autumn,91.07,Moderate
S002,West,P0171,Electronics,Spring,81.63,Moderate
S002,West,P0171,Electronics,Summer,86.7,Moderate
S002,West,P0171,Electronics,Winter,87.67,Moderate
S002,West,P0175,Electronics,Autumn,83.21,Moderate
S002,West,P0175,Electronics,Spring,87.0,Moderate
S002,West,P0175,Electronics,Summer,85.71,Moderate
S002,West,P0175,Electronics,Winter,91.78,Moderate
S002,West,P0178,Clothing,Autumn,96.61,Moderate
S002,West,P0178,Clothing,Spring,88.97,Moderate
S002,West,P0178,Clothing,Summer,88.51,Moderate
S002,West,P0178,Clothing,Winter,132.64,High
S002,West,P0183,Electronics,Autumn,91.34,Moderate
S002,West,P0183,Electronics,Spring,96.43,Moderate
S002,West,P0183,Electronics,Summer,89.72,Moderate
S002,West,P0183,Electronics,Winter,85.57,Moderate
S002,West,P0187,Clothing,Autumn,92.74,Moderate
S002,West,P0187,Clothing,Spring,89.16,Moderate
S002,West,P0187,Clothing,Summer,83.65,Moderate
S002,West,P0187,Clothing,Winter,129.17,High
S003,East,P0016,Clothing,Autumn,94.29,Moderate
S003,East,P0016,Clothing,Spring,98.16,Moderate
S003,East,P0016,Clothing,Summer,86.8,Moderate
S003,East,P0016,Clothing,Winter,143.83,High
S003,East,P0017,Toys,Autumn,92.08,Moderate
S003,East,P0017,Toys,Spring,96.0,Moderate
S003,East,P0017,Toys,Summer,98.69,Moderate
S003,East,P0017,Toys,Winter,94.13,Moderate
S003,East,P0031,Electronics,Autumn,80.21,Moderate
S003,East,P0031,Electronics,Spring,93.62,Moderate
S003,East,P0031,Electronics,Summer,95.63,Moderate
S003,East,P0031,Electronics,Winter,83.54,Moderate
S003,East,P0046,Clothing,Autumn,86.75,Moderate
S003,East,P0046,Clothing,Spring,95.82,Moderate
S003,East,P0046,Clothing,Summer,90.51,Moderate
S003,East,P0046,Clothing,Winter,131.69,High
S003,East,P0057,Clothing,Autumn,100.28,High
S003,East,P0057,Clothing,Spring,89.83,Moderate
S003,East,P0057,Clothing,Summer,92.49,Moderate
S003,East,P0057,Clothing,Winter,126.18,High
S003,East,P0061,Clothing,Autumn,92.06,Moderate
S003,East,P0061,Clothing,Spring,78.34,Moderate
S003,East,P0061,Clothing,Summer,87.33,Moderate
S003,East,P0061,Clothing,Winter,134.39,High
S003,East,P0066,Clothing,Autumn,103.82,High
S003,East,P0066,Clothing,Spring,100.47,High
S003,East,P0066,Clothing,Summer,88.35,Moderate
S003,East,P0066,Clothing,Winter,132.72,High
S003,East,P0067,Furniture,Autumn,94.73,Moderate
S003,East,P0067,Furniture,Spring,95.15,Moderate
S003,East,P0067,Furniture,Summer,97.92,Moderate
S003,East,P0067,Furniture,Winter,91.62,Moderate
S003,East,P0068,Electronics,Autumn,81.35,Moderate
S003,East,P0068,Electronics,Spring,94.18,Moderate
S003,East,P0068,Electronics,Summer,89.36,Moderate
S003,East,P0068,Electronics,Winter,82.27,Moderate
S003,East,P0069,Clothing,Autumn,92.64,Moderate
S003,East,P0069,Clothing,Spring,93.03,Moderate
S003,East,P0069,Clothing,Summer,96.91,Moderate
S003,East,P0069,Clothing,Winter,136.5,High
S003,East,P0070,Electronics,Autumn,91.21,Moderate
S003,East,P0070,Electronics,Spring,93.81,Moderate
S003,East,P0070,Electronics,Summer,83.89,Moderate
S003,East,P0070,Electronics,Winter,88.22,Moderate
S003,East,P0079,Furniture,Autumn,86.41,Moderate
S003,East,P0079,Furniture,Spring,94.5,Moderate
S003,East,P0079,Furniture,Summer,93.61,Moderate
S003,East,P0079,Furniture,Winter,89.42,Moderate
S003,East,P0083,Toys,Autumn,92.29,Moderate
S003,East,P0083,Toys,Spring,93.03,Moderate
S003,East,P0083,Toys,Summer,99.89,Moderate
S003,East,P0083,Toys,Winter,92.67,Moderate
S003,East,P0085,Electronics,Autumn,91.33,Moderate
S003,East,P0085,Electronics,Spring,97.69,Moderate
S003,East,P0085,Electronics,Summer,84.71,Moderate
S003,East,P0085,Electronics,Winter,83.16,Moderate
S003,East,P0094,Groceries,Autumn,86.02,Moderate
S003,East,P0094,Groceries,Spring,95.9,Moderate
S003,East,P0094,Groceries,Summer,114.21,High
S003,East,P0094,Groceries,Winter,92.45,Moderate
S003,East,P0096,Toys,Autumn,92.74,Moderate
S003,East,P0096,Toys,Spring,85.31,Moderate
S003,East,P0096,Toys,Summer,90.52,Moderate
S003,East,P0096,Toys,Winter,83.94,Moderate
S003,East,P0116,Furniture,Autumn,90.74,Moderate
S003,East,P0116,Furniture,Spring,95.42,Moderate
S003,East,P0116,Furniture,Summer,84.65,Moderate
S003,East,P0116,Furniture,Winter,90.97,Moderate
S003,East,P0125,Clothing,Autumn,93.4,Moderate
S003,East,P0125,Clothing,Spring,98.92,Moderate
S003,East,P0125,Clothing,Summer,87.35,Moderate
S003,East,P0125,Clothing,Winter,137.81,High
S003,East,P0126,Clothing,Autumn,100.15,High
S003,East,P0126,Clothing,Spring,93.87,Moderate
S003,East,P0126,Clothing,Summer,96.35,Moderate
S003,East,P0126,Clothing,Winter,125.45,High
S003,East,P0129,Furniture,Autumn,90.17,Moderate
S003,East,P0129,Furniture,Spring,88.82,Moderate
S003,East,P0129,Furniture,Summer,96.94,Moderate
S003,East,P0129,Furniture,Winter,87.9,Moderate
S003,East,P0133,Clothing,Autumn,98.35,Moderate
S003,East,P0133,Clothing,Spring,99.08,Moderate
S003,East,P0133,Clothing,Summer,93.77,Moderate
S003,East,P0133,Clothing,Winter,137.1,High
